"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"IHEMultilineOrder.medicationLine.prescriptionIntent","IHEMultilineOrder.medicationLine.prescriptionIntent","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of intent of the prescription - prophylaxis, treatment, anesthesia, etc","Type of intent of the prescription - prophylaxis, treatment, anesthesia, etc","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.prescriptionIntent",0,1,"",""
"IHEMultilineOrder.medicationLine.indication","IHEMultilineOrder.medicationLine.indication","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Reason for the prescription (typically diagnosis, prophylaxis, or a procedure)","Reason for the prescription (typically diagnosis, prophylaxis, or a procedure)","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.indication",0,*,"",""
"IHEMultilineOrder.medicationLine.indicationText","IHEMultilineOrder.medicationLine.indicationText","","","",0,1,"","","","string {[]} {[]}
","Reason for the prescription in textual form. This might not be allowed by some implementations.","Reason for the prescription in textual form. This might not be allowed by some implementations.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.indicationText",0,1,"",""
"IHEMultilineOrder.medicationLine.indicationReference","IHEMultilineOrder.medicationLine.indicationReference","","","",0,*,"","","","string {[]} {[]}
","Reason for the prescription - as a reference to a problem, result, etc.","Reason for the prescription - as a reference to a problem, result, etc.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.indicationReference",0,*,"",""
"IHEMultilineOrder.medicationLine.treatmentPeriod","IHEMultilineOrder.medicationLine.treatmentPeriod","","","",0,1,"","","","Period {[]} {[]}
","Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)","Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.treatmentPeriod",0,1,"",""
"IHEMultilineOrder.medicationLine.quantityPrescribed","IHEMultilineOrder.medicationLine.quantityPrescribed","","","",0,1,"","","","Quantity {[]} {[]}
","Overall quantity of prescribed product (e.g number of packages or number of tablets).","Overall quantity of prescribed product (e.g number of packages or number of tablets).","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.quantityPrescribed",0,1,"",""
"IHEMultilineOrder.medicationLine.dosageInstructions","IHEMultilineOrder.medicationLine.dosageInstructions","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://profiles.ihe.net/PHARM/MPD/StructureDefinition/DosagingInformation]]}
","Dosaging and administration instructions","Dosaging and administration instructions","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.dosageInstructions",0,*,"",""
"IHEMultilineOrder.medicationLine.preparationInstructions","IHEMultilineOrder.medicationLine.preparationInstructions","","","",0,1,"","","","string {[]} {[]}
","Additional instructions about preparation or dispense","Additional instructions about preparation or dispense","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.preparationInstructions",0,1,"",""
"IHEMultilineOrder.medicationLine.substitution","IHEMultilineOrder.medicationLine.substitution","","","",0,1,"","","","Base {[]} {[]}
","Whether and which type of substitution is allowed for this medication treatment line","Whether and which type of substitution is allowed for this medication treatment line","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.substitution",0,1,"",""
"IHEMultilineOrder.medicationLine.substitution.allowed[x]","IHEMultilineOrder.medicationLine.substitution.allowed[x]","","","",0,1,"","","","boolean {[]} {[]}
CodeableConcept {[]} {[]}","Whether substitution is allowed or not (or type of substitution).","Whether substitution is allowed or not (or type of substitution).","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.substitution.allowed[x]",0,1,"",""
"IHEMultilineOrder.medicationLine.substitution.reason[x]","IHEMultilineOrder.medicationLine.substitution.reason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the substitution requirement","Reason for the substitution requirement","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.substitution.reason[x]",0,1,"",""
"IHEMultilineOrder.medicationLine.offLabel","IHEMultilineOrder.medicationLine.offLabel","","","",0,1,"","","","Base {[]} {[]}
","Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the product.","Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the product.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.offLabel",0,1,"",""
"IHEMultilineOrder.medicationLine.offLabel.isOffLabelUse","IHEMultilineOrder.medicationLine.offLabel.isOffLabelUse","","","",1,1,"","","","boolean {[]} {[]}
","Indicates off-label use. Must be 'true' when .reason is provided.","Indicates off-label use. Must be 'true' when .reason is provided.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.offLabel.isOffLabelUse",1,1,"",""
"IHEMultilineOrder.medicationLine.offLabel.reason[x]","IHEMultilineOrder.medicationLine.offLabel.reason[x]","","","",0,*,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason or related clarification for off-label use.","Reason or related clarification for off-label use.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.offLabel.reason[x]",0,*,"",""
"IHEMultilineOrder.medicationLine.repeatsAllowed","IHEMultilineOrder.medicationLine.repeatsAllowed","","","",0,1,"","","","integer {[]} {[]}
","Number of refills authorized","How many times the prescription item can be dispensed in addition to the original dispense.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.repeatsAllowed",0,1,"",""
"IHEMultilineOrder.medicationLine.minimumDispenseInterval","IHEMultilineOrder.medicationLine.minimumDispenseInterval","","","",0,1,"","","","Duration {[]} {[]}
","Minimum Dispense Interval","If a prescription allows for repeated dispensations, the interval between dispensations shall be stated here.","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.medicationLine.minimumDispenseInterval",0,1,"",""
"IHEMultilineOrder.comment","IHEMultilineOrder.comment","","","",0,*,"","","","string {[]} {[]}
","Additional information or comments","Additional information or comments","","","","","","","","","",,,,,"",,,,"IHEMultilineOrder.comment",0,*,"",""
