"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"MedicinalProductModel.item.ingredient.strengthInfo.strength","MedicinalProductModel.item.ingredient.strengthInfo.strength","","","",1,1,"","","","Ratio {[]} {[]}
","Concentration or presentation strength of the precise active ingredient","Concentration or presentation strength of the precise active ingredient","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.item.ingredient.strengthInfo.strength",1,1,"",""
"MedicinalProductModel.item.ingredient.strengthInfo.basisOfStrengthSubstance","MedicinalProductModel.item.ingredient.strengthInfo.basisOfStrengthSubstance","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Substance that the strength refers to, if different from the main substance","Substance that the strength refers to, if different from the main substance","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.item.ingredient.strengthInfo.basisOfStrengthSubstance",0,1,"",""
"MedicinalProductModel.item.unitOfPresentation","MedicinalProductModel.item.unitOfPresentation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.item.unitOfPresentation",0,1,"",""
"MedicinalProductModel.item.containedQuantity","MedicinalProductModel.item.containedQuantity","","","",0,1,"","","","Ratio {[]} {[]}
","Manufactured item quantity for liquids (3ml/vial)","Manufactured item quantity for liquids (3ml/vial)","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.item.containedQuantity",0,1,"",""
"MedicinalProductModel.item.amount","MedicinalProductModel.item.amount","","","",0,1,"","","","Quantity {[]} {[]}
","Number of such manufactured items in this product (5 vials)","Number of such manufactured items in this product (5 vials)","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.item.amount",0,1,"",""
"MedicinalProductModel.device","MedicinalProductModel.device","","","",0,*,"","","","Base {[]} {[]}
","Administration device included in the product","Administration device included in the product","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.device",0,*,"",""
"MedicinalProductModel.device.deviceQuantity","MedicinalProductModel.device.deviceQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Number of such devices","Number of such devices","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.device.deviceQuantity",1,1,"",""
"MedicinalProductModel.device.device[x]","MedicinalProductModel.device.device[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}","Device coded","Device coded","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.device.device[x]",1,1,"",""
"MedicinalProductModel.characteristic","MedicinalProductModel.characteristic","","","",0,*,"","","","Base {[]} {[]}
","Other features of the product","Other features of the product","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.characteristic",0,*,"",""
"MedicinalProductModel.characteristic.type","MedicinalProductModel.characteristic.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A code expressing the type of characteristic","A code expressing the type of characteristic","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.characteristic.type",1,1,"",""
"MedicinalProductModel.characteristic.value[x]","MedicinalProductModel.characteristic.value[x]","","","",0,1,"","","","boolean {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}Quantity {[]} {[]}dateTime {[]} {[]}unsignedInt {[]} {[]}decimal {[]} {[]}Ratio {[]} {[]}","Description of the characteristic","Description of the characteristic","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.characteristic.value[x]",0,1,"",""
"MedicinalProductModel.batch","MedicinalProductModel.batch","","","",0,1,"","","","Base {[]} {[]}
","Batch information of a medicinal product. Typically recorded during dispense or administration, rarely known or relevant for a prescription/request.","Batch information of a medicinal product. Typically recorded during dispense or administration, rarely known or relevant for a prescription/request.","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.batch",0,1,"",""
"MedicinalProductModel.batch.lotNumber","MedicinalProductModel.batch.lotNumber","","","",0,1,"","","","string {[]} {[]}
","Batch identifier of the medicinal product","Batch identifier of the medicinal product","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.batch.lotNumber",0,1,"",""
"MedicinalProductModel.batch.expirationDate","MedicinalProductModel.batch.expirationDate","","","",0,1,"","","","dateTime {[]} {[]}
","Batch expiration date of the medicinal product.","Batch expiration date of the medicinal product.","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.batch.expirationDate",0,1,"",""
"MedicinalProductModel.batch.serialNumber","MedicinalProductModel.batch.serialNumber","","","",0,1,"","","","string {[]} {[]}
","Serial Number of the medicinal product.","Serial Number of the medicinal product.","","","","","","","","","",,,,,"",,,,"MedicinalProductModel.batch.serialNumber",0,1,"",""
